"ENSEMBL","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENTREZID_mappings","Ecol_K-12MG1655_1G_CTRL_Rep1","Ecol_K-12MG1655_1G_CTRL_Rep2","Ecol_K-12MG1655_1G_CTRL_Rep3","Ecol_K-12MG1655_1G_CTRL_Rep4","Ecol_K-12MG1655_uG_Clinorotation_Rep1","Ecol_K-12MG1655_uG_Clinorotation_Rep2","Ecol_K-12MG1655_uG_Clinorotation_Rep3","Ecol_K-12MG1655_uG_Clinorotation_Rep4"
NA,"ECs2330|malY","aminotrasferase|PLP-dependent beta-cystathionase and maltose regulon regulator",NA,"916923|945937",NA,"GO:0006351|GO:0006355|GO:0008652|GO:0009058|GO:0009086|GO:0043433|GO:0003824|GO:0004121|GO:0005515|GO:0016829|GO:0030170|GO:0080146","1760619_s_at",2,9.1167288874296,8.97954549780625,9.07710011199275,8.32250725039147,8.9301084216086,8.82964601820457,8.8882727281005,8.38125240899937
NA,NA,NA,NA,NA,NA,NA,"1760620_x_at",0,5.88800816875607,6.05394500270414,5.97667295526305,6.16238363744434,5.91033042008166,6.08845074799159,5.94597169392132,5.91146594863387
NA,"bepA|ECs3356","OM protein maintenance and assembly metalloprotease and chaperone, periplasmic|hypothetical protein",NA,"915227|947029",NA,"GO:0006508|GO:0061077|GO:0016020|GO:0030288|GO:0042597|GO:0004222|GO:0008233|GO:0008237|GO:0008270|GO:0016787|GO:0046872","1760621_s_at",2,8.65645462625498,8.52519799237119,8.72152269933726,8.85477493787588,8.48586737756459,8.88529704643498,8.60999286254706,9.15547466424354
NA,"astA|ECs2453","arginine succinyltransferase",NA,"913079|946261",NA,"GO:0006525|GO:0006527|GO:0019544|GO:0019545|GO:0008791|GO:0016740|GO:0016746","1760622_s_at",2,8.41789242037884,8.55160320866781,8.38670667151166,8.46486912616784,8.24815272884201,8.57765120234311,8.48228034440855,8.60252604643786
NA,NA,NA,NA,NA,NA,NA,"1760623_s_at",0,9.25239214589117,9.38088887958544,9.37557736639974,8.7819260039699,9.4964335121018,8.82606477088328,9.15257763399352,8.72702373746234
NA,NA,NA,NA,NA,NA,NA,"1760624_at",0,2.63404444998719,2.67594029455519,2.8569221717382,2.40231629045648,2.35544098586771,2.64313804131366,2.24432991622867,2.43766021209203
NA,NA,NA,NA,NA,NA,NA,"1760625_s_at",0,7.12583267184451,7.12599047451148,7.1987402631716,7.30956238984043,6.76351576343356,7.04449751422634,7.24917958898802,7.20099136582508
NA,NA,NA,NA,NA,NA,NA,"1760626_at",0,1.13751026760851,1.1735817660531,1.19016137053438,1.24768411138656,1.1735817660531,0.983023268484744,1.1735817660531,1.1735817660531
NA,"ECs2215|ECs2769","hypothetical protein",NA,"912292|917421",NA,NA,"1760627_s_at",2,1.0275167410671,1.29331996648141,1.31262307312518,1.21255635364269,1.46196901851227,1.29331996648141,1.45637248202617,1.29331996648141
NA,NA,NA,NA,NA,NA,NA,"1760628_s_at",0,7.7798820980493,7.70551684535347,7.64798498053626,7.9200801970118,7.64593301096245,7.79601454871457,7.64964913434043,7.64669949673704
NA,"ECs4807|yihW","DeoR family transcriptional regulator|putative transcriptional regulator for sulphoquinovose utilization",NA,"915075|948381",NA,"GO:0006351|GO:0006355|GO:0005622|GO:0003677|GO:0003700","1760629_s_at",2,9.18947930704721,9.10933595869455,9.15233318305645,8.67814979758572,9.19324063725309,8.97639682581611,9.15838915803399,9.00363389681559
NA,"ECs4277|glgB","glycogen branching protein|1,4-alpha-glucan branching enzyme",NA,"915869|947940",NA,"GO:0005975|GO:0005977|GO:0005978|GO:0006974|GO:0005829|GO:0003824|GO:0003844|GO:0004553|GO:0016740|GO:0016757|GO:0043169","1760630_s_at",2,8.91262248018142,8.87236543839652,8.84041605177235,8.63984429036408,8.60974962186771,8.85411867252932,9.00912080756009,8.83682571718728
NA,NA,NA,NA,NA,NA,NA,"1760632_s_at",0,7.09542659401327,7.26684518124505,7.31489468893793,8.02259929002633,7.11031332986517,7.66758168950153,7.08871972798958,8.58438409205178
NA,"ECs3934","hypothetical protein",NA,"916241",NA,NA,"1760633_at",1,6.85860942565371,6.89820860306287,6.80049160738083,6.86770875585538,6.62082376826804,6.92840955518841,6.96071952491278,7.3001618777156
NA,"ECs5045|soxR","redox-sensitive transcriptional activator SoxR|redox-sensitive transcriptional activator of soxS; autorepressor",NA,"914292|948566",NA,"GO:0006351|GO:0006355|GO:0006979|GO:0005737|GO:0003677|GO:0046872|GO:0051536|GO:0051537","1760634_s_at",2,8.87579045823233,8.79055738812686,8.72971616680509,8.23713969331276,8.78623996672848,8.71585975745248,8.73908562749021,8.65900375563219
NA,NA,NA,NA,NA,NA,NA,"1760635_at",0,1.57631000421418,1.98595943775925,2.24463634851236,1.59487100211586,1.777733328668,2.03115702367648,1.6401702817114,1.68536786762863
NA,"ECs4706|ilvA","threonine dehydratase|l-threonine dehydratase, biosynthetic; also known as threonine deaminase",NA,"915279|948287",NA,"GO:0006520|GO:0006566|GO:0008152|GO:0008652|GO:0009082|GO:0009097|GO:0003824|GO:0004794|GO:0016597|GO:0016829|GO:0030170","1760636_s_at",2,8.20797671805396,8.11056683720155,8.1098454043032,7.7960435822097,8.07451805396997,8.47715212106183,8.1528107314632,8.17465049739873
NA,"ECs1682|fadR","fatty acid metabolism regulator|fatty acid metabolism regulon transcriptional regulator",NA,"913189|948652",NA,"GO:0006351|GO:0006355|GO:0006629|GO:0006631|GO:0019217|GO:0019395|GO:0045723|GO:0045892|GO:0045893|GO:0005737|GO:0005829|GO:0000062|GO:0003677|GO:0003700","1760637_s_at",2,9.5923557157835,9.60504250691951,9.50894511409629,9.61599222766743,9.60522154018036,9.50953093782745,9.50970670631751,9.65854470358205
NA,NA,NA,NA,NA,NA,NA,"1760638_at",0,2.62582542045693,2.99358032670439,2.75084445282975,2.47490455008883,3.22372997334587,2.95313174208582,2.82919953524786,2.52457292593442
NA,"panC","pantoate--beta-alanine ligase",NA,"913734",NA,"GO:0009058|GO:0015940|GO:0005737|GO:0000166|GO:0003824|GO:0004592|GO:0005524|GO:0016874","1760639_s_at",1,2.99437657485039,3.44855369600273,3.33706196878465,2.67904772512769,3.47500926044734,2.80196873751761,2.84095578085501,2.51599520958293
NA,NA,NA,NA,NA,NA,NA,"1760640_at",0,7.94908688828835,7.81944121181224,7.95430079456772,7.94524529802408,7.9606147368405,8.05893710831697,8.12764562940502,7.83872468868085
NA,"ECs4813","hypothetical protein",NA,"915082",NA,NA,"1760641_s_at",1,1.30381115164086,1.24274606884778,1.34086232430759,1.10410645351413,1.34086232430759,1.35920222108269,1.13816488311175,1.24961509746345
NA,"ECs1279","chaperone protein",NA,"912756",NA,"GO:0043711|GO:0061077|GO:0071555|GO:0030288|GO:0042597","1760642_s_at",1,1.47915520910668,1.40596532065225,2.08543265013816,1.81131532372289,1.69613359357388,1.69872351337928,1.80537311369974,1.06002552406507
NA,"flgD","flagellar basal body rod modification protein|flagellar hook assembly protein",NA,"912974|945813",NA,"GO:0044781|GO:0071978|GO:0005829|GO:0009424","1760643_s_at",2,6.96041632226485,7.10310219447844,7.08593779572993,7.7222821741818,7.0072294490624,7.7515927000599,7.36312253063752,7.72713397129882
NA,NA,NA,NA,NA,NA,NA,"1760644_s_at",0,8.34144613827404,8.12406786421922,8.14768027059266,8.49580188184169,8.14915962718574,8.27232082913012,8.52069465052532,8.78089775367922
NA,"ECs4563","hypothetical protein",NA,"915468",NA,NA,"1760645_s_at",1,1.33336716436743,1.55124328514078,1.11673414171831,1.29567268448712,1.32882723314645,1.0286591235796,1.45637248202617,1.41762767402568
NA,"rplU","50S ribosomal protein L21|50S ribosomal subunit protein L21",NA,"916091|949057",NA,"GO:0006412|GO:0005622|GO:0005829|GO:0005840|GO:0022625|GO:0030529|GO:0003723|GO:0003735|GO:0019843","1760646_s_at",2,9.32548120716963,9.35373064182207,9.42532033529054,9.48045681054006,9.27963254044664,9.54546544568739,9.40704195925593,9.44446372413398
NA,NA,NA,NA,NA,NA,NA,"1760647_at",0,1.61753421288544,1.3804663775493,1.31504352607113,1.05442000320378,1.57341467034492,1.17107055852565,0.939689976512285,1.41999387634954
NA,NA,NA,NA,NA,NA,NA,"1760648_at",0,1.5062429590014,1.29331996648141,1.55990891659322,1.64996097487077,1.69613359357388,1.64626311659865,1.57625303780002,1.57625303780002
NA,"ECs5009|yjbE","hypothetical protein|extracellular polysaccharide production threonine-rich protein",NA,"914327|948534",NA,"GO:0044010|GO:0045226","1760649_s_at",2,8.47239869984285,8.15463291612162,8.39278175124914,8.85456982864092,8.26884825268636,8.63623476239315,8.39456990868283,8.87060468243486
NA,"yfjP","CP4-57 prophage; 50S ribosome-binding GTPase family protein",NA,"947124",NA,"GO:0005829|GO:0000166|GO:0005525","1760650_at",1,9.38812437801624,9.26851681807359,9.21995129321273,9.15760826565128,9.22452663164531,9.24220493127461,9.38394617166689,9.28224161538936
NA,"ECs1840","hypothetical protein",NA,"912840",NA,"GO:0016020|GO:0016021","1760651_s_at",1,1.39468746835622,1.29331996648141,1.29331996648141,1.16474439416075,1.69613359357388,1.32386172806262,1.22416681540126,1.10124651676359
NA,"deoD","purine nucleoside phosphorylase|purine nucleoside phosphorylase 1; nicotinamide 1-beta-D-riboside phosphorylase",NA,"913500|945654",NA,"GO:0006139|GO:0006152|GO:0006974|GO:0009116|GO:0019686|GO:0042278|GO:0005829|GO:0016020|GO:0003824|GO:0004731|GO:0016740|GO:0016757|GO:0016763|GO:0042802","1760652_s_at",2,9.23509905402052,9.24511718294206,9.37959478188632,8.97962234895616,9.3161041675833,9.07081718877647,9.30959222707441,8.94394761045215
NA,"hemH","ferrochelatase",NA,"914632|947532",NA,"GO:0006779|GO:0006783|GO:0009416|GO:0046501|GO:0005737|GO:0004325|GO:0016829|GO:0046872","1760653_s_at",2,8.8372635395874,8.92330056007635,8.91563352276908,8.65544186590463,8.90839384778371,8.72241294700637,8.84015438402027,8.75744989287043
NA,NA,NA,NA,NA,NA,NA,"1760654_at",0,0.978543910488716,1.10333770684641,0.851674324221868,0.888620993890503,1.30094928402659,0.898605172207328,0.990530286574851,1.36869786569563
NA,"ECs3706|yqeK","hypothetical protein|uncharacterized protein",NA,"916480|947329",NA,NA,"1760655_s_at",2,7.86367828695713,7.82119558966626,7.80862845347071,7.70578277635813,7.74935296015562,7.71685201088633,7.79637426745565,7.78595106872537
NA,"ECs1052|yccX","acylphosphatase|weak acylphosphatase",NA,"916920|945304",NA,"GO:0008152|GO:0009408|GO:0003998|GO:0016787","1760656_s_at",2,8.70264051039697,8.66351145442099,8.6973413790829,8.29064684210961,8.36564661163759,8.50102775800739,8.82420897203974,8.42125328686928
NA,NA,NA,NA,NA,NA,NA,"1760657_s_at",0,9.14875179291299,9.23993801372574,9.16691710141058,8.65691149437948,9.20833043677052,8.89066792292022,9.10956934853764,9.03369365136413
NA,"ECs2909","hypothetical protein",NA,"916612",NA,NA,"1760658_s_at",1,1.39802563209759,1.29331996648141,1.31823520180668,1.09347067795445,1.69613359357388,1.25607852674372,1.21639169034437,1.29331996648141
NA,NA,NA,NA,NA,NA,NA,"1760659_at",0,3.50076737577367,3.35960639918241,3.94483241182123,3.49067038780457,3.90209503170055,3.16974638310706,3.19878463269713,3.41200482342066
NA,"intF","CP4-6 prophage; putative phage integrase",NA,"947351",NA,"GO:0006310|GO:0015074|GO:0046718|GO:0075713|GO:0003677","1760660_at",1,9.0934304138667,9.08408603196158,9.15373676039177,9.20435089140606,9.05456505215279,9.13831912699407,9.32676791914257,9.14117895487093
NA,NA,NA,NA,NA,NA,NA,"1760661_at",0,1.12091488392331,1.17744789994403,1.23500563865158,1.29331996648141,1.62911432470892,1.14381124998238,1.16341381303653,1.14381124998238
NA,"yeaX","putative YeaWX dioxygenase beta subunit, reductase component",NA,"946329",NA,"GO:0055114|GO:0009055|GO:0016491|GO:0046872|GO:0051536|GO:0051537","1760662_at",1,7.75891355491293,7.67846478946561,7.61032579485636,8.48196906234849,7.57094565884781,8.24081666314727,7.91859359180763,8.66501677181632
NA,"ECs0983|ycaD","MFS family transporter protein|putative MFS transporter, inner membrane protein",NA,"917726|945515",NA,"GO:0006810|GO:0055085|GO:0005886|GO:0016020|GO:0016021|GO:0005215","1760664_s_at",2,8.85823923005246,8.67821991919301,8.73659606066701,8.5443550249832,8.82692391870923,8.82890876912033,8.88509371223255,8.78102470711363
NA,NA,NA,NA,NA,NA,NA,"1760665_s_at",0,7.96946484109821,7.92089080284248,8.07182263120876,8.24738467975921,7.76078287574084,8.45482621488596,8.08971711596809,8.15961687222258
NA,NA,NA,NA,NA,NA,NA,"1760666_at",0,3.32010563601573,3.31061318512129,3.05602730734499,2.50521064509188,3.2313051951365,2.3787707271458,2.48339253494974,1.99795161426853
NA,NA,NA,NA,NA,NA,NA,"1760667_s_at",0,6.17690957126109,6.18257555466862,6.45494714172845,6.41442559519667,6.21294068432871,6.54589347142942,6.54589347142942,5.91000608307184
NA,"rhaB","rhamnulokinase",NA,"915063|948399",NA,"GO:0005975|GO:0016310|GO:0019299|GO:0019301|GO:0046835|GO:0005737|GO:0000166|GO:0005524|GO:0008993|GO:0016301|GO:0016740|GO:0016773","1760668_s_at",2,8.64617383320955,8.55222511705396,8.49098783427665,8.6820537883405,8.25189848540792,8.86511815348866,8.67201673261058,8.75514127033645
NA,NA,NA,NA,NA,NA,NA,"1760669_s_at",0,7.81864263188347,7.69932854038075,7.89801696392436,7.87805122531954,7.97948411653175,7.41022096088188,7.61878048571418,7.41408422121229
NA,NA,NA,NA,NA,NA,NA,"1760670_s_at",0,9.1597337436029,9.09488119466533,8.96653273374141,9.19610110541323,9.03069323135958,9.00635520731771,9.08679815163256,9.30597033832484
NA,"ECs3439|rpoE",NA,NA,"914887|947050",NA,"GO:0006351|GO:0006352|GO:0006355|GO:0006970|GO:0009266|GO:0005737|GO:0003677|GO:0003700|GO:0005515|GO:0016987","1760671_s_at",2,8.22373236752102,8.39974344080535,8.18772874808695,8.93810423377902,8.0059130049832,8.92928640399065,8.4158759225745,8.58476605325445
NA,NA,NA,NA,NA,NA,NA,"1760672_s_at",0,9.15363844807438,9.00449586498299,9.1174420331784,9.47957259804181,9.01827206105723,9.33693828763449,9.3006449326898,9.49621043954292
NA,"ECs3281|yfeR","hypothetical protein|transcriptional regulator of yefH",NA,"915566|946873",NA,"GO:0006351|GO:0006355|GO:0005829|GO:0003677|GO:0003700","1760673_s_at",2,8.75840037773107,8.67845858502496,8.6055003737847,8.10033161802674,8.62717022957532,8.88745019819505,8.65606640996849,8.19367842072239
NA,"recO",NA,NA,"914896|947038",NA,"GO:0006281|GO:0006310|GO:0006974","1760674_s_at",2,8.53674377192251,8.43159677346985,8.60779275546713,7.92083365938142,8.44815538252472,8.38751962037637,8.46029565740673,8.3621326067809
NA,"ECs2841","perosamine synthetase",NA,"912508",NA,"GO:0009103|GO:0009243|GO:0003824|GO:0008483|GO:0016740","1760675_s_at",1,1.18205795448656,1.12101764795932,1.03135968966111,0.965337597325443,1.59076258291961,1.29237847237613,1.18794895582715,1.18205795448656
NA,"ECs3806|yggF","fructose-1,6-bisphosphatase II-like protein|fructose 1,6 bisphosphatase isozyme",NA,"916370|947410",NA,"GO:0005975|GO:0006071|GO:0006094|GO:0016311|GO:0016787|GO:0030145|GO:0042132|GO:0046872","1760676_s_at",2,7.404888495157,7.39336453262144,7.4058131129198,7.47093573606835,7.65109307516119,7.27597686857945,7.06172799989213,7.84764620758269
NA,NA,NA,NA,NA,NA,NA,"1760677_at",0,3.3106414697945,2.66239337798425,2.71192823472766,2.97164492064619,3.7041277078773,2.84058449993803,3.01107585787498,2.34028163867826
NA,NA,NA,NA,NA,NA,NA,"1760678_s_at",0,8.88539060254778,8.86322825394819,8.91663505471918,8.89493957221481,8.86588124532448,8.85084640697537,8.92409828179624,8.74909672943983
NA,"ryjA",NA,NA,"2847753",NA,NA,"1760679_at",1,8.02260244548739,8.13841435392132,8.18288021616566,5.83117485152599,8.53044324769474,6.41706899412595,7.3446173095955,6.74690913609847
NA,NA,NA,NA,NA,NA,NA,"1760680_at",0,1.30074387892034,1.4236793996017,1.18510321854363,1.07080080472487,1.44894856958725,1.30074387892034,1.30074387892034,1.23231554693813
NA,NA,NA,NA,NA,NA,NA,"1760681_s_at",0,7.67680095363686,7.59338557856132,7.66595845102274,7.14249209902179,7.60647524495481,7.41853241485797,7.76644502664608,7.14258680691751
NA,"glmU","bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase|fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase",NA,"915349|948246",NA,"GO:0000902|GO:0006048|GO:0008152|GO:0008360|GO:0009103|GO:0009245|GO:0009252|GO:0071555|GO:0005737|GO:0005829|GO:0000287|GO:0003824|GO:0003977|GO:0016740|GO:0016746|GO:0016779|GO:0019134|GO:0042802|GO:0046872","1760682_s_at",2,8.36627767907343,8.38016977228108,8.44415453713446,8.38726024026485,8.01699196008591,8.35627080039613,8.38681308018731,8.1544096296576
NA,NA,NA,NA,NA,NA,NA,"1760683_s_at",0,7.51556719864625,7.48691110522836,7.64582140713425,7.21414425620518,7.65756419958706,7.10469791809334,7.29470767536412,7.30402635191621
NA,"malF","maltose transporter membrane protein|maltose transporter subunit",NA,"914318|948532",NA,"GO:0006810|GO:0006974|GO:0008643|GO:0015768|GO:0005886|GO:0016020|GO:0016021|GO:0043190|GO:0055052|GO:0005515|GO:0015423","1760684_s_at",2,9.21214440161358,8.99171296706243,9.17112728327422,9.17658548711881,8.97990336979297,9.26418892073787,9.13657136634592,8.98969647550686
NA,NA,NA,NA,NA,NA,NA,"1760685_s_at",0,7.5937420989075,7.69777465342851,7.39346915137178,7.39186473448925,7.32893122288386,7.49021008503733,7.57780241866917,7.40187626381073
NA,"ECs1543|ECs1793|ECs1972|ECs2250","major head protein/prohead proteinase|major head protein/prohead protease|phage major head protein/prohead protease",NA,"912961|913361|917173|917455",NA,"GO:0006508|GO:0008233","1760686_s_at",4,2.54272583655348,2.61666783883572,2.47429750457128,2.3160762687051,3.05901482905179,2.34113445822505,2.00863135422696,2.37548648642015
NA,"ECs5162|yjfC","synthetase/amidase|ATP-Grasp family ATPase",NA,"914024|948699",NA,"GO:0008152|GO:0000166|GO:0005524|GO:0016874|GO:0046872","1760687_s_at",2,8.88170867081169,8.83461822640195,8.89862998401384,8.30858555481279,8.80990351196151,8.83337940802123,9.05519299564053,8.34719960613598
NA,NA,NA,NA,NA,NA,NA,"1760688_at",0,3.04667585048111,2.34424038082825,2.75515814863513,2.20402819023851,2.64160184810205,2.45707789165761,2.50570921539114,2.23878822100959
NA,"ECs1125","hypothetical protein",NA,"915169",NA,NA,"1760689_at",1,1.45288674909125,1.2602131445175,1.29331996648141,1.11105105456799,2.14041878377448,1.16880279492208,1.30468205842433,1.63739077921286
NA,"ECs1477|holB",NA,NA,"912962|945661",NA,"GO:0006260|GO:0006261|GO:0071897|GO:0090305|GO:0009360|GO:0003677|GO:0003887|GO:0005515|GO:0008408|GO:0016740|GO:0016779","1760690_s_at",2,8.5755750206173,8.72083148894006,8.62805461746607,8.78561518485497,8.64747445844485,8.66148105914892,8.65213087802146,8.65729333884888
NA,"ECs4082|hpf","sigma(54) modulation protein|ribosome hibernation promoting factor HPF; stabilizes 100S dimers",NA,"916070|947718",NA,"GO:0006417|GO:0017148|GO:0044238|GO:0005829|GO:0043022|GO:0043024","1760691_s_at",2,8.22958794156837,8.26824429102423,8.15356127440064,8.88267710063071,8.19144546400582,8.59649867032681,8.29077196484479,8.72069929506891
NA,NA,NA,NA,NA,NA,NA,"1760692_s_at",0,8.71521770919708,8.82298420910691,8.82777392728898,8.77009113268966,8.60577997746746,9.03667050659874,9.05129106130546,8.4151499953509
NA,"ECs3109|yfaQ","hypothetical protein|tandem DUF2300 domain protein, putative host defense protein",NA,"916817|946730",NA,NA,"1760693_s_at",2,8.14979517457524,8.19011432484454,8.16809271765617,8.95678980038247,8.20960866559085,8.24224205827377,8.22862588401851,8.59669092166391
NA,NA,NA,NA,NA,NA,NA,"1760694_at",0,2.97202696716059,3.47408617300473,3.17700077308747,2.69655237072162,3.91261369256654,2.70062728427634,2.82609986205325,2.34113445822505
NA,"yqiI","fimbrial protein",NA,"947535",NA,"GO:0007155|GO:0051595|GO:0009289","1760695_at",1,8.31336685982446,8.35153319323032,8.32610315419324,8.63575243260016,8.23132350117075,8.14367797594283,8.40848516827151,8.17865686505967
NA,"ECs5288|yjiH","hypothetical protein|nucleoside recognition pore and gate family putative inner membrane transporter",NA,"913652|948856",NA,"GO:0005886|GO:0016020|GO:0016021","1760696_s_at",2,9.60905708572712,9.46969382049226,9.51718917378449,9.47136966683416,9.50924116312707,9.32780420603728,9.56289483361047,9.06111037656749
NA,NA,NA,NA,NA,NA,NA,"1760697_at",0,4.56132283882555,4.34508525173128,4.87362227722662,3.99042786471526,4.53551905136346,4.14570560390254,4.4988304892619,3.75330098208174
NA,"ECs3852","hypothetical protein",NA,"916324",NA,NA,"1760698_s_at",1,1.49471026912006,2.37676597001958,1.88551822133955,1.27401492948678,2.47136025173666,1.80388578174238,1.7493973378687,1.44261367179511
NA,"ECs5002","sorbose-permease PTS system IIA component",NA,"915026",NA,"GO:0008152|GO:0008643|GO:0009401|GO:0005737|GO:0016021|GO:0016773","1760699_s_at",1,2.73326056058583,2.33840161374711,2.50736601170886,1.73938973104235,1.79423643062531,2.15033506551633,1.82401042301872,2.22827188098763
NA,"ECs3253|oxc","oxalyl-CoA decarboxylase|oxalyl CoA decarboxylase, ThDP-dependent",NA,"915646|946845",NA,"GO:0033611|GO:0071468|GO:0000166|GO:0000287|GO:0003824|GO:0008949|GO:0016829|GO:0016831|GO:0030976|GO:0042802|GO:0043531|GO:0046872","1760700_s_at",2,9.17614459364411,9.26332048149428,8.93371856443143,9.17938623304903,9.07536034527936,9.43279851275969,9.2250905050776,9.13858150429401
NA,"ECs1754|yciB","intracellular septation protein A|IspA family inner membrane protein",NA,"913097|946228",NA,"GO:0000917|GO:0007049|GO:0051301|GO:0005886|GO:0005887|GO:0016020|GO:0016021","1760701_s_at",2,9.12436941696946,8.92590347756022,8.93327617451967,8.86411544368749,9.17551769795782,8.80392308326401,8.9092132334744,9.23010118605356
NA,NA,NA,NA,NA,NA,NA,"1760702_s_at",0,7.80468399687474,7.73875970808457,7.84642722355573,8.65545633717278,7.76959333340277,7.87561195559902,7.87014529785999,8.48346978029412
NA,NA,NA,NA,NA,NA,NA,"1760703_s_at",0,9.09242635111224,9.11938644876707,9.1259596272935,9.91292344140464,9.07182414132027,9.52936097666753,9.17102485011748,9.92857861278556
NA,NA,NA,NA,NA,NA,NA,"1760704_at",0,1.46742675860772,1.66434653219344,1.51959149337674,1.59642937137309,1.69613359357388,1.68429009430638,1.7624174656165,1.99795161426853
NA,NA,NA,NA,NA,NA,NA,"1760705_at",0,5.07863644061769,4.66941866272204,5.61852980999001,4.93693834613937,4.70798960804267,5.32398162215354,5.48475079657371,5.1471106113836
NA,"ECs1228|ECs1992|ECs2231|ECs2941","tail fiber protein",NA,"913841|916644|917189|917434",NA,NA,"1760706_s_at",4,3.48899302911786,4.5928358661749,4.88495410716922,3.22227762838826,5.09668254390236,3.66219525080521,4.07338820324006,2.534624537745
NA,NA,NA,NA,NA,NA,NA,"1760707_s_at",0,7.61201670558922,7.63262390971722,7.60561173122382,8.06178058518518,7.65057324912975,7.60513319380161,7.64366585814576,8.03871311244176
NA,NA,NA,NA,NA,NA,NA,"1760708_at",0,5.09156777226675,5.29052876659728,5.45866181052838,5.27281313550473,5.25198643443387,5.23696889944616,5.26797029980454,5.10652659226411
NA,"ECs3578|hycD","membrane-spanning protein of hydrogenase 3|hydrogenase 3, membrane subunit",NA,"914700|948994",NA,"GO:0055114|GO:0005886|GO:0005887|GO:0009375|GO:0016020|GO:0016021|GO:0016491","1760709_s_at",2,8.62027248005732,8.56337492538777,8.55477263877642,8.08798979841133,8.62860788774655,8.38363652510024,8.50311748930526,8.54687741818405
NA,NA,NA,NA,NA,NA,NA,"1760710_s_at",0,9.97332265126346,9.87338206986598,10.1979635268499,9.95622877888113,9.67731070066877,10.0068513609011,10.1325696112126,9.97607455323984
NA,"ECs2846|wcaN","UTP-glucose-1-phosphate uridylyltransferase|putative regulatory subunit for GalU",NA,"914113|946560",NA,"GO:0006011|GO:0009058|GO:0009103|GO:0009225|GO:0050790|GO:0005829|GO:0003983|GO:0016740|GO:0016779|GO:0030234","1760711_s_at",2,9.13509221923717,9.14691091083544,9.1503695588116,9.44916817008929,9.19944378880565,9.49437482656812,9.27074386250667,9.50458952821233
NA,NA,NA,NA,NA,NA,NA,"1760712_s_at",0,7.11527125359114,7.20359241186177,7.13281319092681,7.11514209937133,6.95742407899139,7.23757173634573,7.2427164222938,7.15286473756488
NA,"rrlA|rrlB|rrlC|rrlD|rrlE|rrlG|rrlH",NA,NA,"913990|914869|914971|915120|915231|915319|916000|944900|947585|947773|948268|948341|948473|948509",NA,NA,"1760713_s_at",14,2.05548130637572,1.80537937123738,1.85156257365281,1.48905208662714,2.20819299832984,1.66435948883984,1.93744463288798,1.77970477200032
NA,"ECs2538|yebQ","transporter|putative transporter",NA,"912795|946048",NA,"GO:0006810|GO:0055085|GO:0005886|GO:0005887|GO:0016020|GO:0016021|GO:0022857","1760714_s_at",2,8.58215902193076,8.59353384663955,8.64583063107323,8.78771916078524,8.71873538914373,8.29324010062457,8.4925114782621,8.96586129133073
NA,"ECs0667|ybeF",NA,NA,"917027|945219",NA,"GO:0006351|GO:0006355|GO:0003677|GO:0003700","1760715_s_at",2,8.43127642912658,8.40192194448534,8.39777475147225,8.60131642292978,8.35580065451611,8.68331281338365,8.4858602864634,8.88679202998398
NA,"rnpB",NA,NA,"916163|947634",NA,NA,"1760716_s_at",2,7.57514630170086,7.43833248631599,7.54756077374678,5.62860390761037,7.51125062040362,6.53959037669872,7.18616984782294,6.33002643696632
NA,"lacI","lac repressor|lactose-inducible lac operon transcriptional repressor",NA,"914500|945007",NA,"GO:0006351|GO:0006355|GO:0045892|GO:0005829|GO:0000986|GO:0001141|GO:0003677|GO:0003700","1760717_s_at",2,7.97240538726291,7.97777908727115,8.19632586196405,7.54878220130736,8.12969983834695,7.76215272134213,7.9135707577514,7.5692962438644
NA,"ECs2010|ynbA","hypothetical protein|inner membrane protein",NA,"917208|945973",NA,"GO:0008654|GO:0005886|GO:0016020|GO:0016021|GO:0016780","1760718_s_at",2,8.47287590310301,8.24341941894737,8.42674397133723,8.56210785546085,8.64657488916707,8.18021460314689,8.28542755479536,8.69967156501842
NA,"cdh|ECs4843","CDP-diacylglycerol phosphotidylhydrolase|CDP-diacylglycerol pyrophosphatase",NA,"915054|948410",NA,"GO:0006629|GO:0008654|GO:0046342|GO:0005886|GO:0016020|GO:0016021|GO:0003824|GO:0008715|GO:0016787","1760719_s_at",2,9.07884318851576,8.99272967824908,8.98610247155345,8.87152048899032,8.47073248955972,9.48580263865651,9.40110272207262,8.76531746377736
NA,NA,NA,NA,NA,NA,NA,"1760720_at",0,1.06174559171257,1.64923338831044,1.11409321702792,1.21180526041619,1.36381855618138,1.14830738301902,1.20758774605089,1.34502330653748
NA,"srlA","glucitol/sorbitol-specific enzyme IIC component of PTS",NA,"947575",NA,"GO:0006810|GO:0008643|GO:0009401|GO:0005886|GO:0005887|GO:0016020|GO:0016021","1760721_s_at",1,4.08919025219869,4.04047340137734,4.72491300993014,7.75700444010163,3.04313103365669,7.50428448870479,6.06013238907945,8.06651849678561
