"ENSEMBL","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENTREZID_mappings","Ecol_K-12MG1655_1G_CTRL_Rep1","Ecol_K-12MG1655_1G_CTRL_Rep2","Ecol_K-12MG1655_1G_CTRL_Rep3","Ecol_K-12MG1655_1G_CTRL_Rep4","Ecol_K-12MG1655_uG_Clinorotation_Rep1","Ecol_K-12MG1655_uG_Clinorotation_Rep2","Ecol_K-12MG1655_uG_Clinorotation_Rep3","Ecol_K-12MG1655_uG_Clinorotation_Rep4"
NA,NA,NA,NA,NA,NA,NA,"1759068_at",0,2.34113445822505,1.84721594806576,2.84700068657071,1.7080187963065,2.31096772963367,1.86932208737412,1.75139271684597,1.71994117134617
NA,"mrr","methylated adenine and cytosine restriction protein",NA,"948898",NA,"GO:0009307|GO:0051599|GO:0090305|GO:0043590|GO:0003676|GO:0003677|GO:0004518|GO:0004519|GO:0015666|GO:0032067","1759069_at",1,8.49098658177122,8.4285454302311,8.36336492136905,7.87933903360411,8.71009398276251,8.07821640553903,8.35617768940318,8.14968488183566
NA,NA,NA,NA,NA,NA,NA,"1759070_s_at",0,8.79443891049379,8.79810638845309,8.80623496967554,8.31303721706497,8.88907009176622,8.70588789827451,8.5960964343215,8.6764312453327
NA,"ECs3365|yfgF","cytochrome C-type biogenesis protein|cyclic-di-GMP phosphodiesterase, anaerobic",NA,"913938|946968",NA,"GO:0008152|GO:0070301|GO:0071454|GO:0005886|GO:0016020|GO:0016021|GO:0000166|GO:0016787|GO:0071111","1759071_s_at",2,9.1856162591886,9.18675670870255,9.03637465711154,8.97439794947431,9.0987623381636,8.99414905551348,9.11165430389506,9.0802363496908
NA,"ECs1611|ECs2987","replication protein|phage replication protein O",NA,"913278|916691",NA,"GO:0006260","1759072_s_at",2,2.26116318197128,2.4827716624667,2.44861676935537,1.98614865545034,2.40192491823486,2.45296497751906,2.37109195424092,2.34113445822505
NA,"stfP","e14 prophage; uncharacterized protein",NA,"945726",NA,NA,"1759073_at",1,8.41468237307931,8.44936431370982,8.34437213708776,8.48071260436571,8.48398830994384,8.59783478050229,8.34977595955311,8.55742630999143
NA,"yfbN","uncharacterized protein",NA,"946748",NA,NA,"1759074_at",1,8.58459189245196,8.62254408253883,8.37085470568949,8.60582654031806,8.63677275028185,8.40355715180022,8.49862025399916,8.51860376634554
NA,"ggt","gamma-glutamyltranspeptidase",NA,"947947",NA,"GO:0006508|GO:0006749|GO:0006750|GO:0042597|GO:0003840|GO:0008233|GO:0016740|GO:0016746|GO:0016787|GO:0036374","1759075_at",1,8.70339318299344,8.7145845041673,8.63179358872799,8.81542815703919,8.79825245240146,8.76052102752831,8.6492546100656,8.69928901864391
NA,NA,NA,NA,NA,NA,NA,"1759076_s_at",0,9.23280234100911,9.31448490150149,9.10792468117256,9.23839007298028,9.05099497816702,9.03577902647998,9.31526180581394,9.28845537230291
NA,"ECs1076","hypothetical protein",NA,"912746",NA,NA,"1759077_s_at",1,1.80741040526503,1.42072450559069,1.63334181896646,1.40393287337335,3.52721751175938,1.18728119351035,1.13249965732652,1.20409148294157
NA,NA,NA,NA,NA,NA,NA,"1759078_at",0,1.15842351809958,1.33313262457454,1.23363102305597,1.10259201303234,1.63340409295368,1.19359156020504,1.24362167627394,1.28189081319521
NA,NA,NA,NA,NA,NA,NA,"1759079_at",0,2.14237945881106,2.3742803843689,1.64402285616098,1.78913085334665,1.30304138703738,1.55079885716852,1.6516403497717,1.63739077921286
NA,"ECs5308","type I restriction-modification enzyme R subunit",NA,"913604",NA,"GO:0006304|GO:0090305|GO:0000166|GO:0003677|GO:0003824|GO:0004519|GO:0005524|GO:0016787","1759080_s_at",1,2.09561505653117,2.16717029648604,2.21519811673874,2.31450351387515,2.38466443879673,2.11954208449697,2.43183113938786,2.21519811673874
NA,NA,NA,NA,NA,NA,NA,"1759081_s_at",0,8.72897839289004,8.77145967138202,8.66389798002506,8.8399191597334,8.71798031619121,8.72897839289004,8.81290557839056,8.93571602796771
NA,NA,NA,NA,NA,NA,NA,"1759082_s_at",0,8.55128832825497,8.51861477022205,8.43459957558881,8.71742473411795,8.25852910327574,8.62436629084861,8.41085821860469,9.13782388612798
NA,NA,NA,NA,NA,NA,NA,"1759083_at",0,7.86733718763634,7.84709894328602,7.84906889681167,8.07336021358484,7.77755949600398,7.96090960690257,7.86501845708549,8.31657143633514
NA,"treA","periplasmic trehalase",NA,"945757",NA,"GO:0005991|GO:0005993|GO:0006974|GO:0008152|GO:0071474|GO:0030288|GO:0042597|GO:0003824|GO:0004555|GO:0016787|GO:0016798","1759084_s_at",1,8.56491042145204,8.51266077318366,8.46052988820533,8.18066622341278,8.63776955259525,8.62051203277032,8.5127795364737,8.30766455394097
NA,NA,NA,NA,NA,NA,NA,"1759085_at",0,4.12052580501876,3.71685765005788,4.00063678511217,3.98179640191369,3.92069445054072,3.95979410230171,4.03338587890776,3.96270751779456
NA,"ECs3712","hypothetical protein",NA,"916468",NA,"GO:0000160|GO:0006351|GO:0006355|GO:0005622|GO:0003677","1759086_s_at",1,8.11865647513324,8.17006523219912,7.85803982094263,7.86606496861482,7.97820800008278,7.91284052093564,8.15296652568616,8.2066601949364
NA,"ECs1513","hypothetical protein",NA,"912435",NA,NA,"1759087_s_at",1,2.17455013853203,3.61608367545941,2.58571222120493,2.04421099715521,3.3081667766967,2.3606996015945,2.32821492743632,2.38631221223309
NA,"rimO","ribosomal protein S12 methylthiotransferase",NA,"917659|945465",NA,"GO:0009451|GO:0018339|GO:0035600|GO:0043412|GO:0005737|GO:0005829|GO:0003824|GO:0005506|GO:0016740|GO:0035599|GO:0046872|GO:0051536|GO:0051539","1759088_s_at",2,8.56028593127864,8.39878498237401,8.52989189155436,8.79216366120678,8.5508120597486,8.75421832367907,8.70140977269103,8.84275521314283
NA,"ECs3254|frc",NA,NA,"915645|946842",NA,"GO:0008152|GO:0033611|GO:0071468|GO:0003824|GO:0008410|GO:0016740|GO:0033608","1759089_s_at",2,9.19915242948107,9.04751576365383,8.97996102195676,8.514025308883,9.01126414192975,8.92423911216584,8.99635310179625,8.83432240112287
NA,"ECs1315","hypothetical protein",NA,"912370",NA,NA,"1759090_at",1,1.68453059522471,2.1025241491339,2.34113445822505,1.48415071115417,2.46375708284742,1.66087850687435,1.40685940730809,1.29331996648141
NA,"speF","ornithine decarboxylase isozyme, inducible",NA,"945297",NA,"GO:0006520|GO:0008295|GO:0033387|GO:0005737|GO:0003824|GO:0004586|GO:0016829|GO:0016831|GO:0030170","1759091_at",1,8.48722987393336,8.46509478879944,8.52290543528988,8.77354562856621,8.29607963890185,8.47129734317471,8.56437687954846,8.57742861135406
NA,NA,NA,NA,NA,NA,NA,"1759092_s_at",0,9.62217524230319,9.49083354014898,9.57063001233115,8.87049973780934,9.5412098427166,9.09832262453051,9.3598580517472,9.05739946191261
NA,"ECs3240","resolvase",NA,"915660",NA,"GO:0006310|GO:0000150|GO:0003677","1759093_s_at",1,1.49471026912006,1.93698790902272,1.73472745756779,1.4415560804186,1.4379787129193,1.85936602562879,1.28131588495709,1.50400080525497
NA,"ECs3009","hypothetical protein",NA,"916713",NA,NA,"1759094_s_at",1,1.71499512124745,1.77243290816668,2.31067434046768,1.65279178555056,2.43279871384132,1.71887304101556,1.75139271684598,1.27310624735668
NA,"ECs5268|nanS","hypothetical protein|9-O-acetyl N-acetylneuraminic acid esterase",NA,"913701|948835",NA,"GO:0005975|GO:0019752|GO:0042597|GO:0016787","1759095_s_at",2,8.79364923442213,8.74234525381703,8.66245272201962,8.90790968885764,8.83214562206105,8.68982577616977,8.73224953828459,8.99457642483445
NA,NA,NA,NA,NA,NA,NA,"1759096_at",0,1.61995285497635,1.58300574102629,1.64409376723778,1.29331996648141,1.64409376723778,1.20244812497824,1.49588907657087,1.47353323394868
NA,NA,NA,NA,NA,NA,NA,"1759097_at",0,5.8042165996321,5.86666586304535,5.55373269973375,5.41614424022104,5.53941054387292,5.50448732118736,5.57949953750813,5.83423583383504
NA,"ECs0245","H repeat-containing protein",NA,"914277",NA,"GO:0006310|GO:0006313|GO:0032196|GO:0003677|GO:0004803","1759098_s_at",1,8.11648578225934,8.29044884367187,8.07337456527848,7.80039802168414,8.06169992513246,8.09820073329747,8.24750896632856,8.21196932075619
NA,"ECs2180","terminase small subunit",NA,"917376",NA,NA,"1759099_at",1,1.74598018905962,1.61607365761182,1.75139271684597,0.959967513899841,1.87016972038594,1.02571045103393,1.1899105880953,1.51345460953919
NA,"yahB",NA,NA,"945278",NA,"GO:0006351|GO:0006355|GO:0003677|GO:0003700|GO:0005515","1759100_s_at",1,7.1306151635426,7.10616097460044,7.43446973666117,6.88018029331153,7.3211744005741,6.94317635935625,6.93345050922147,7.10513675196041
NA,"ECs1594","hypothetical protein",NA,"913302",NA,NA,"1759101_s_at",1,2.41820919781,2.46802149092757,2.0253541198722,2.05320713054095,2.29296824208865,2.68481852394716,2.16843445815027,2.3085689652561
NA,"rnc","ribonuclease III|RNase III",NA,"914894|947033",NA,"GO:0006364|GO:0006396|GO:0006397|GO:0008033|GO:0016075|GO:0090305|GO:0090501|GO:0090502|GO:0005737|GO:0005829|GO:0000166|GO:0003723|GO:0003725|GO:0004518|GO:0004519|GO:0004525|GO:0005524|GO:0016787|GO:0019843|GO:0046872","1759102_s_at",2,8.59060966457821,8.40213758581946,8.65103348805736,9.09042318355534,8.62035346101855,8.50856318010279,8.52719316523804,9.03713954457168
NA,NA,NA,NA,NA,NA,NA,"1759103_s_at",0,8.47648214628435,8.44427441657425,8.54625280792479,8.27519392782811,8.46530916634719,8.16809271765617,8.37906667895858,7.95428500880838
NA,NA,NA,NA,NA,NA,NA,"1759104_at",0,2.33516508408008,2.25915261567322,2.60527736457437,1.9840889268068,1.9585610455426,1.65224489848339,1.900979832204,1.60779019681525
NA,"ECs5350|slt","lytic murein transglycosylase|lytic murein transglycosylase, soluble",NA,"913492|948908",NA,"GO:0000270|GO:0009253|GO:0071555|GO:0016020|GO:0030288|GO:0042597|GO:0004553|GO:0008933|GO:0016829|GO:0016837","1759105_s_at",2,9.42680872427016,9.39876391085923,9.45199991086494,9.41141822195394,9.55698821804241,9.30421435890435,9.27393259792735,9.47423212563201
NA,"ECs4198|fkpA","FKBP-type peptidylprolyl isomerase|FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)",NA,"915949|947850",NA,"GO:0000413|GO:0006457|GO:0008152|GO:0042026|GO:0030288|GO:0042597|GO:0003755|GO:0005515|GO:0016853","1759106_s_at",2,9.22419104993098,9.06379922488139,9.13338223436291,9.14448267929145,9.21912578667401,9.01571502003843,9.14355204611686,9.05144676049539
NA,"ECs2653|yecF","hypothetical protein|DUF2594 family protein",NA,"912374|946420",NA,NA,"1759107_s_at",2,8.5330107019812,8.59382517489771,8.53121187697355,8.0950664920169,8.86025939142996,8.10862759397879,8.33133508399752,7.92020554365041
NA,"ECs2393|menI","hypothetical protein|1,4-dihydroxy-2-naphthoyl-CoA hydrolase",NA,"912894|946190",NA,"GO:0009234|GO:0016289|GO:0016787|GO:0016790|GO:0061522","1759108_s_at",2,8.6401612033656,8.59747440531647,8.55174043680364,8.22826295342998,8.69753987122787,8.57746455499478,8.49872388668939,8.48593972330033
NA,"ECs3063|yeiP","elongation factor P|elongation factor P-like protein",NA,"916767|946674",NA,"GO:0006414|GO:0043043|GO:0005737|GO:0005829|GO:0003746","1759109_s_at",2,8.07890656320857,8.07645315979368,8.077963540206,8.24500211421967,8.08210291638621,8.13428777372656,8.17619544231823,8.10813751739005
NA,NA,NA,NA,NA,NA,NA,"1759110_s_at",0,8.5636542220947,8.56909284168124,8.65351064343899,8.47181049680808,8.83815174338008,8.49102066642185,8.44539087555995,8.54203912376805
NA,NA,NA,NA,NA,NA,NA,"1759111_at",0,1.67826255963138,2.60230995456538,1.64580015022214,1.09029435011803,1.62536773510336,1.30261730626562,1.47687225699273,1.60532229343321
NA,NA,NA,NA,NA,NA,NA,"1759112_at",0,2.18592068103436,2.19236826295776,2.64406416790255,2.07508253005652,2.25233401734582,1.90201841857216,1.99669177682897,1.29331996648141
NA,"ECs0975|ftsK",NA,NA,"917727|945102",NA,"GO:0000920|GO:0006970|GO:0007049|GO:0007059|GO:0009651|GO:0043085|GO:0045893|GO:0051301|GO:0071236|GO:0005886|GO:0005887|GO:0016020|GO:0016021|GO:0000166|GO:0003677|GO:0005515|GO:0005524|GO:0015616|GO:0016887|GO:0033676|GO:0042802|GO:0043565","1759113_s_at",2,8.68401409563235,8.57122879992647,8.7163532401461,8.50827792527358,8.63323000277988,9.06139147411664,8.91159837236187,8.36879165070109
NA,"apbE|ECs3103","putative thiamine-synthetic flavin transferase lipoprotein|thiamine biosynthesis lipoprotein ApbE",NA,"916810|946711",NA,"GO:0017013|GO:0005886|GO:0016020|GO:0016740|GO:0046872","1759114_s_at",2,8.04408796920691,8.06278968450643,8.16243577440615,7.72266959569054,8.06630320453326,8.20135935398254,8.20825511757643,7.32380474749064
NA,NA,NA,NA,NA,NA,NA,"1759115_s_at",0,9.03362245256909,8.99316031614603,9.13188128815294,8.96296128419688,9.30206663727562,8.84002085281259,9.12774855986509,8.73152504084318
NA,NA,NA,NA,NA,NA,NA,"1759116_at",0,1.69947034572935,1.54504481523466,1.75139271684597,1.54504481523466,2.25233401734582,1.53354842568836,1.55860030557727,1.35935830156297
NA,NA,NA,NA,NA,NA,NA,"1759117_s_at",0,7.62299921777063,7.72104740267607,7.62170126852992,7.95320176882124,7.50546842286404,7.97722389447391,7.93084232300211,7.9121975147258
NA,"ECs2880","hypothetical protein",NA,"916582",NA,"GO:0008152|GO:0003824","1759118_s_at",1,1.76052820766109,1.81486853821473,1.79004214187426,1.71296922146393,1.76950040327581,1.45637248202617,1.71296922146393,1.54991670591917
NA,NA,NA,NA,NA,NA,NA,"1759119_s_at",0,8.85411867252932,8.80663982312746,8.89598254194747,9.07476675625895,8.78490586117066,8.94346139134933,8.92541307421762,8.98852854918808
NA,NA,NA,NA,NA,NA,NA,"1759120_s_at",0,8.96000206719824,8.91098366993233,8.96209534557958,9.22673010232315,8.74633614815135,9.03467499762858,9.20180514770742,9.19820341569947
NA,NA,NA,NA,NA,NA,NA,"1759121_at",0,1.4471466414667,1.52495734511401,1.12425057148565,0.924773326973966,2.28024592224318,0.960452409129775,0.866402165057088,1.29372584747132
NA,"thrA","bifunctional aspartokinase I/homoserine dehydrogenase I|Bifunctional aspartokinase/homoserine dehydrogenase 1",NA,"913388|945803",NA,"GO:0006520|GO:0008152|GO:0008652|GO:0009067|GO:0009088|GO:0009089|GO:0009090|GO:0016310|GO:0055114|GO:0000166|GO:0003824|GO:0004072|GO:0004412|GO:0005524|GO:0016301|GO:0016491|GO:0016597|GO:0016740|GO:0050661","1759122_s_at",2,9.41264908058525,9.53815085814594,9.31901469057268,9.41391233610246,9.42506172239026,9.56997013684986,9.51519379849914,9.61532075407987
NA,NA,NA,NA,NA,NA,NA,"1759123_at",0,1.44472107621698,1.40236817079849,1.29444936995474,1.35427026404647,1.30470091861973,1.33234805472251,1.15128012462435,1.5929257668839
NA,"ECs3025","multidrug resistance outer membrane protein MdtQ",NA,"916729",NA,"GO:0006810|GO:0046677|GO:0009279|GO:0016020|GO:0016021|GO:0005215|GO:0008289","1759124_s_at",1,7.80893342037645,7.90305140447422,7.94475140322445,8.15052243050982,7.95249923925317,7.99839172783281,7.92697776851868,7.88777669830904
NA,NA,NA,NA,NA,NA,NA,"1759125_at",0,1.25739187050995,1.54561671877411,1.78944332497127,1.16746895391173,1.80836298650067,1.38795339508381,1.36671734424112,1.43957318197344
NA,NA,NA,NA,NA,NA,NA,"1759126_at",0,3.2920322613717,3.49306658690033,3.77350202231899,2.99318646276047,3.67898165820928,3.22699891706462,3.38026450584971,3.15248997005199
NA,"ECs3887|yghA","oxidoreductase|putative oxidoreductase",NA,"916290|947478",NA,"GO:0008152|GO:0055114|GO:0008106|GO:0016491","1759127_s_at",2,9.05765540516484,8.92591008797578,9.00471119232176,8.28812818778077,8.65138372501135,9.11375437094098,8.91553191940387,8.93623322126497
NA,NA,NA,NA,NA,NA,NA,"1759128_at",0,2.28430189980539,2.61267982827113,2.34113445822505,1.91346401136913,1.78482330721942,2.00543604248525,2.60527736457437,1.69958502673977
NA,"ECs3834|yggN","hypothetical protein|DUF2884 family putative periplasmic protein",NA,"916337|947453",NA,"GO:0044010","1759129_s_at",2,8.43794619374466,8.44463727060177,8.44659714778981,8.44972742388317,8.5526714841803,8.37567167374703,8.44017761043741,8.33971435534096
NA,"ECs2358","hypothetical protein",NA,"913574",NA,NA,"1759130_s_at",1,8.47181480506368,8.52520761807201,8.47487369712175,8.08515300476345,8.3571890933449,8.12498680412651,8.29816395580531,7.92250701529802
NA,NA,NA,NA,NA,NA,NA,"1759131_s_at",0,6.95380452982624,6.84210952468406,6.70958877440788,7.93120002176229,6.29314804545525,7.165178998072,7.12186832340175,7.89484490670005
NA,"sokB",NA,NA,"2847728",NA,NA,"1759132_at",1,10.3244323259173,10.398459333357,10.3459491189996,10.2235432142471,10.3859060381051,10.2489023793834,10.1672731915822,10.2633153240622
NA,"ECs1899|ycjW","LACI-type transcriptional regulator|LacI family putative transcriptional repressor",NA,"912493|945875",NA,"GO:0006351|GO:0006355|GO:0006974|GO:0003677|GO:0003700","1759133_s_at",2,8.05700825517902,7.94309274399332,7.97641828996162,7.96977646588101,8.0351729048443,7.94900290773283,7.93895298230145,7.67954667293202
NA,"ECs2306|mdtJ","multidrug efflux system protein MdtJ|multidrug efflux system transporter",NA,"913399|946139",NA,"GO:0006810|GO:0015848|GO:1903711|GO:0005886|GO:0005887|GO:0016020|GO:0016021|GO:0015606","1759134_s_at",2,9.14181200233143,9.17889921877432,9.28666874021385,8.32509057311857,9.58856669792053,8.2439585121635,8.95094793017992,8.08572953351524
NA,"ECs3965|higB",NA,NA,"916202|947591",NA,"GO:0008152|GO:0017148|GO:0043488|GO:0090305|GO:0090502|GO:0003723|GO:0004518|GO:0004519|GO:0004521|GO:0016787|GO:0016788","1759135_s_at",2,8.23559040282798,8.23898576709999,8.25950517160086,7.78264338857656,7.8698157722052,8.07187305211707,8.19538215614937,7.43915592944711
NA,"ECs2537|kdgR","regulator|KDG regulon transcriptional repressor",NA,"912739|946129",NA,"GO:0006351|GO:0006355|GO:0045892|GO:0005829|GO:0032993|GO:0003677|GO:0003700|GO:0005515","1759136_s_at",2,8.71947356089115,8.74444523268956,8.72945260795341,8.97406406717089,8.72028289263231,8.77184288818982,8.65653690703202,8.88528817695794
NA,"ECs3782|fau","ligase|5-formyltetrahydrofolate cyclo-ligase family protein",NA,"916397|945167",NA,"GO:0009396|GO:0022611|GO:0035999|GO:0000166|GO:0005515|GO:0005524|GO:0016874|GO:0030272","1759137_s_at",2,8.24404083808618,8.1668547094874,8.2521188075542,8.33341598752762,8.14878828844511,7.99768736982097,8.30164741337558,8.34421792606162
NA,"ECs3747|yqeA","carbamate kinase|putative amino acid kinase",NA,"916431|947358",NA,"GO:0006525|GO:0016310|GO:0019546|GO:0005829|GO:0008804|GO:0016301|GO:0016740","1759138_s_at",2,8.52090110756348,8.53311423408441,8.58716085967107,8.38379525022208,8.60154005953526,8.37728753071044,8.25268669443926,8.69347743005424
NA,"ECs0276","hypothetical protein",NA,"914375",NA,"GO:0006355|GO:0003677","1759139_s_at",1,1.22551710844037,1.83005082819016,1.26400476904278,1.48970625148505,1.6620534010424,1.20266326864223,1.20216646911709,1.28915888918178
NA,"ECs2055","outer membrane receptor for iron transport",NA,"917253",NA,"GO:0006810|GO:0015891|GO:0009279|GO:0016020|GO:0004872|GO:0005506","1759140_s_at",1,2.20356386788749,2.13990389402117,2.17592475921069,2.17592475921069,2.1828121521094,2.14237945881106,2.31303526844142,2.17592475921069
NA,NA,NA,NA,NA,NA,NA,"1759141_x_at",0,1.28137784741718,1.56960269568135,1.20075051343539,1.55419163913713,1.25237361844247,1.42139800501443,1.14182683642078,1.37402639832418
NA,NA,NA,NA,NA,NA,NA,"1759142_at",0,2.82294372416505,2.86042250031681,3.42863951998388,2.76451357141119,1.718038222149,2.64177184751169,2.99148648893896,2.51189231469096
NA,NA,NA,NA,NA,NA,NA,"1759143_at",0,1.34778856631359,1.32861967276664,1.29876867224696,1.07159674972946,2.03061080059387,1.31903522599317,1.07249714535164,1.32861967276664
NA,NA,NA,NA,NA,NA,NA,"1759144_at",0,2.26343407245573,2.63437844034503,1.93663654732386,2.03349099826026,2.59566691688441,2.26343407245573,2.28031877137803,2.16882557705986
NA,NA,NA,NA,NA,NA,NA,"1759145_at",0,1.44605762299177,1.44605762299177,1.2074371263236,1.45637248202617,1.56941105790685,1.1594093060709,1.42407014897272,1.42178368015336
NA,NA,NA,NA,NA,NA,NA,"1759146_at",0,3.55545831435699,3.34807171666111,3.24668763671228,3.23822145811486,3.79121740754127,3.19647167430485,2.99034286562422,3.03845412836193
NA,"ECs3718","EprI",NA,"916461",NA,"GO:0009405|GO:0015031|GO:0008565","1759147_at",1,1.50299283823663,1.54711251258811,1.5325067724498,1.32029533407259,2.03344807294965,1.45637248202617,1.1103033373817,1.3408196988962
NA,"ECs2279","hypothetical protein",NA,"912342",NA,NA,"1759148_s_at",1,1.11967215181491,1.41765705326001,1.32821075985286,1.18901543741673,1.27451689064157,1.27451689064157,1.27451689064157,1.56201982164919
NA,NA,NA,NA,NA,NA,NA,"1759149_at",0,2.62266373879613,2.48559862337974,2.69754770146733,2.03026798428083,2.24971087061187,2.38004251086042,2.5215178560883,1.80088110786835
NA,NA,NA,NA,NA,NA,NA,"1759150_at",0,2.39330442076331,2.38396341983512,2.25014443420511,2.15132302654974,1.97852826213914,2.3714644662317,2.45389049819256,2.33234132373642
NA,NA,NA,NA,NA,NA,NA,"1759151_s_at",0,9.11191807711062,9.06971810414624,9.17580683427407,8.85640558154524,8.97772869304432,8.67302623860999,9.06202248856653,8.9666196716845
NA,NA,NA,NA,NA,NA,NA,"1759152_at",0,2.4592288573619,2.18252665677003,2.32716072926652,2.42151245574273,2.9206693403624,2.14275889817146,2.28255267536024,2.11052770661741
NA,"cbeA|ECs2805","CP4-44 prophage; cytoskeleton bundling-enhancing factor A; CbtA antitoxin|structural protein",NA,"912732|946510",NA,"GO:0051495|GO:0005737|GO:0005515|GO:0008092|GO:0046872","1759153_s_at",2,8.31848985130311,8.17814477720007,8.24155780996576,7.8504933427335,8.57431099933381,7.97860285147582,7.8078959201712,7.80096109982104
NA,NA,NA,NA,NA,NA,NA,"1759154_at",0,2.36275556359259,2.22587845290121,2.35051833734069,2.28480723532021,1.6184841839499,1.92110992133305,2.42329243821139,2.06817421267109
NA,NA,NA,NA,NA,NA,NA,"1759155_s_at",0,7.65015946203973,7.46833912774658,7.41559553906542,7.11620515726443,6.97595642029453,6.65724014018391,7.32094004087749,7.32291684959809
NA,"ECs5021","hypothetical protein",NA,"914313",NA,NA,"1759156_s_at",1,1.72187878263281,1.70306296080891,2.34113445822505,1.33928733883077,1.60817356128453,1.34351271838271,1.75139271684597,1.39154053863541
NA,NA,NA,NA,NA,NA,NA,"1759157_s_at",0,7.60208975506331,7.48903924168786,7.72243853384976,8.36722930120675,7.3988336032104,8.34283993304058,7.66011768703303,8.62774043961795
NA,"ECs2973","Shiga toxin I subunit B",NA,"916677",NA,"GO:0009405|GO:0019836|GO:0005576","1759158_s_at",1,1.1451152758145,1.31811547552367,1.14546307626308,1.07023668226658,2.15939762160075,0.898980019246043,1.1451152758145,1.1530524104225
NA,"ECs3757|ghxQ","oxidoreductase|guanine/hypoxanthine permease, high affinity; guanine/hypoxanthine:H+ symporter",NA,"916418|2847748",NA,"GO:0006810|GO:0035344|GO:0055085|GO:0061489|GO:1903716|GO:0005886|GO:0005887|GO:0016020|GO:0016021|GO:0005215|GO:0015208","1759159_s_at",2,9.26690791389513,9.12409138485908,9.20966876215114,8.89976311651544,9.10560693829072,9.467587185122,9.52701737771617,9.21097195084052
NA,NA,NA,NA,NA,NA,NA,"1759160_s_at",0,1.88372066740618,2.05514605484846,2.15094060307199,1.30884925489661,1.76601284382351,1.79722273618909,1.52377286852083,1.63739077921286
NA,"hycB","hydrogenase 3, Fe-S subunit",NA,"948002",NA,"GO:0009061|GO:0055114|GO:0005737|GO:0009375|GO:0016020|GO:0009055|GO:0016491|GO:0046872|GO:0051536|GO:0051539","1759161_s_at",1,7.16497751296003,6.77163657483966,6.87026468429878,7.24990290565653,6.97595642029453,7.44501209308473,6.78594722442823,6.86903954424853
NA,NA,NA,NA,NA,NA,NA,"1759162_at",0,8.67518074609762,8.59898245992609,8.82532266180592,8.28301767335649,8.69901859382809,8.2654439363237,8.56965391270488,8.13427373509092
NA,"ygcS","putative MFS sugar transporter; membrane protein",NA,"947238",NA,"GO:0006810|GO:0055085|GO:0005886|GO:0016020|GO:0016021|GO:0005215|GO:0022857","1759163_s_at",1,7.71884428963804,7.70014461762325,7.8402894762066,7.33824556492509,7.93003323221273,7.45140877138561,7.45770372013889,7.63978566581411
NA,"ECs3476|grpE","heat shock protein GrpE|heat shock protein",NA,"914812|947097",NA,"GO:0006457|GO:0009408|GO:0043335|GO:0050790|GO:0005737|GO:0005829|GO:0000774|GO:0042803|GO:0051087","1759164_s_at",2,9.20217940623971,9.28132087744658,9.22895453979708,9.01124163975738,9.36269384528503,9.07061298046021,9.21021137380068,9.08631490192894
NA,NA,NA,NA,NA,NA,NA,"1759165_at",0,1.85855752213202,1.86395419081019,1.9908949740258,2.21507059586642,2.29729536773355,1.72187878263281,1.58039750783268,1.77245698110307
NA,"arfB|ECs0193",NA,NA,"913932|946046",NA,"GO:0006415|GO:0006417|GO:0072344|GO:0005737|GO:0003747|GO:0004045|GO:0016787|GO:0043022","1759166_s_at",2,8.61715506953334,8.68464138950167,8.67733710109097,8.49489364604939,8.63363155543604,8.52746050984144,8.63067023173707,8.66714511577376
NA,NA,NA,NA,NA,NA,NA,"1759167_at",0,2.54229216584255,3.06206922694875,2.88937904442929,2.69176400748557,3.05901482905179,2.55718359505761,2.60527736457437,2.72062264773485
NA,NA,NA,NA,NA,NA,NA,"1759168_at",0,1.82097579672473,1.78067390700141,1.90397475869426,1.85936602562879,1.69137721930254,1.71888801300153,1.83139737689979,2.00907286000169
NA,NA,NA,NA,NA,NA,NA,"1759169_at",0,1.23869891660316,1.9753539319998,1.51959149337674,0.941605229438427,3.04710002213661,1.55424600750415,1.01643833104723,1.29331996648141
NA,"ECs5237|pepA","leucyl aminopeptidase|multifunctional aminopeptidase A: a cyteinylglycinase, transcription regulator and site-specific recombination factor",NA,"913804|948791",NA,"GO:0006276|GO:0006351|GO:0006508|GO:0019538|GO:0031564|GO:0042150|GO:0043171|GO:0045892|GO:0005622|GO:0005737|GO:0001073|GO:0003677|GO:0004177|GO:0008233|GO:0008235|GO:0016787|GO:0030145|GO:0046872","1759170_s_at",2,8.99076075545427,9.11582569734893,9.07473455469957,9.41729346198653,9.13534846991849,9.30775463174843,9.09838602630508,9.45197040084185
NA,"plsY","putative glycerol-3-phosphate acyltransferase",NA,"947561",NA,"GO:0006629|GO:0006644|GO:0008654|GO:0005886|GO:0016020|GO:0016021|GO:0004366|GO:0016740|GO:0016747|GO:0043772","1759171_s_at",1,7.49281344690701,7.87371919132602,7.7126949414629,8.66922907975447,7.90136076237541,8.37847103284894,7.89077161032821,8.36264478908858
NA,"ECs1510","replication protein",NA,"912993",NA,NA,"1759172_s_at",1,3.11419644535866,3.29909234824007,3.53402837978299,3.05901482905179,3.44398265667317,3.37149682381951,3.26332692382392,3.02970844193871
